Pathway,Count
NS20Y cell,10
NT2/D1 cell,8
NTERA-2 cell,6
Nape,13
Nasal cavity,24
Nasal lavage fluid,22
Nasopharyngeal carcinoma cell line,13
Natural killer cell line,33
Nde,7
Nectar,12
Nectary,9
Needle,79
Nematocyst,6
Neocortex,6
Neointima,58
Neonate,87
Nephroblastoma cell,6
Nephrocyte,17
Nerve cord,11
Nerve plexus,12
Nerve sheath,10
Nervous system,7
Neural arch,9
Neural crest,138
Neural plate,23
Neural stem cell,116
Neural stem cell line,5
Neural tube,119
Neurilemoma cell,7
Neuro-2a cell,31
Neuroblast,48
Neuroendocrine tumor cell,5
Neuroendocrine tumor cell line,6
Neurofibrillary tangle,27
Neurohemal organ,6
Neurula,24
Nipple,11
Node,10
Notochord,38
Novikoff hepatoma cell,7
Np,17
Nthy-ori 3-1 cell,10
Nuchal ligament,11
Nucleus accumbens,5
Nurse cell,19
Nymph,20
OCI-AML3 cell,6
OE-21 cell,5
OV-90 cell,9
OVCA-5 cell,5
Oc cell,16
Occipital pole,5
Ocellus,14
Odontoblast,14
Olfactory epithelium,32
Olfactory nerve,6
Olfactory organ,16
Olfactory receptor neuron,9
Oligodendrocyte,15
Oliva,7
Omasum,5
Ommatidium,11
Oocyst,19
Ookinete,15
Optic cup,24
Optic lobe,5
Optic nerve,57
Oral cancer cell,22
Oral cell line,5
Oral epithelial cell,5
Oral squamous cell carcinoma cell,15
Orbit,41
Oropharyngeal cancer cell,8
Oropharynx,11
Osseous plate,5
Osteoblast cell line,11
Osteoclast,54
Osteoclast stem cell,6
Osteocyte,43
Osteophyte,12
Outer ear,13
Outer hair cell,37
Ovarian cyst,8
Ovarian surface epithelial cell line,11
Ovarian surface epithelium,12
Ovariole,12
Ovary cancer cell line,62
Ovary cell line,36
Oviductal fluid,5
Ovotestis,12
Ovum,17
Oxyntic cell,9
P-19 cell,31
PA-1 cell,14
PANC-1 cell,5
PC-12 cell,29
PC-12D cell,5
PC-14 cell,7
PC-3 cell,18
PC-J cell,6
PC3-MM2 cell,5
PK-15 cell,10
PLC-PRF-5 cell,5
PNT-1A cell,9
PNT-2 cell,14
PR cell,5
Palate,69
Palatine uvula,15
Palisade parenchyma,7
Palpus,6
PanIN cell,5
Pancreatic acinar cell,6
Pancreatic beta cell,68
Pancreatic beta cell line,21
Pancreatic cancer cell,70
Pancreatic ductal adenocarcinoma cell,5
Pancreatic juice,33
Paneth cell,5
Panicle,25
Parametrium,10
Parotid acinar cell,8
Pavement epithelium,28
Pectoral fin,17
Pectoral muscle,8
Pedal ganglion,5
Pek,6
Pelvic fin,14
Pelvis,43
Penis,21
Pericardial fluid,6
Pericarp,7
Perichondrium,28
Periderm,16
Perilymphatic space,6
Perineurium,5
Perineuronal net,14
Periodontal ligament,49
Periosteum,30
Peripheral blood stem cell,22
Peripheral nerve,157
Perirhinal cortex,6
Peritoneal cavity,18
Peritoneal exudate,18
Peritoneal fluid,12
Peritoneal macrophage,8
Peritoneal mesothelium,16
Peritrophic membrane,10
Peritubular cell,5
Peritubular contractile cell,6
Petal,26
Petiole,12
Phagocyte,23
Pharate pupa,7
Pharyngeal cavity,6
Pharyngeal epithelium,7
Pharyngeal gland,7
Pheochromocytoma cell,11
Pheromone gland,12
Phloem,20
