Pathway,Count
norepinephrine rat pineal organ GDS3702 ligand:132,304
calcium(2+) mouse blastocyst GDS3293 ligand:281,377
leptin mouse gallbladder GDS1509 ligand:278,247
17beta-estradiol mouse uterus GDS1058 ligand:33,334
estradiol human MCF-7 breast cancer cells GDS3283 ligand:42,304
17beta-estradiol mouse uterus GDS1058 ligand:31,271
17beta-estradiol mouse uterus GDS1058 ligand:36,307
Interleukin 1&Icirc;&sup2; rat insulinoma cell line (Pdx1 overexpression) GDS4332 ligand:194,326
17beta-estradiol mouse uterus GDS1058 ligand:34,328
17beta-estradiol mouse uterus GDS1058 ligand:35,366
