Pathway,Count
GTEX-QESD-2026-SM-447BI liver male 20-29 years,1304
GTEX-U3ZN-0226-SM-3DB8D liver female 30-39 years,997
GTEX-UPIC-0926-SM-4IHLV liver female 20-29 years,1268
GTEX-S33H-1626-SM-4AD68 liver male 30-39 years,1241
GTEX-REY6-1226-SM-48FDR liver male 60-69 years,1381
GTEX-RTLS-1326-SM-46MUN liver female 60-69 years,1240
GTEX-RU72-1426-SM-46MUF liver female 50-59 years,1192
GTEX-Q2AG-1126-SM-48U1P liver female 40-49 years,1214
GTEX-RN64-1826-SM-48FDV liver male 50-59 years,1445
GTEX-SJXC-1226-SM-4DM78 liver male 60-69 years,1256
GTEX-RNOR-1426-SM-48FDJ liver female 50-59 years,1309
GTEX-XBEC-1526-SM-4AT68 liver male 50-59 years,1233
GTEX-T6MN-1226-SM-3NMA5 liver male 50-59 years,1388
GTEX-Q734-0326-SM-48U15 liver female 40-49 years,1069
GTEX-QEL4-1226-SM-447A4 liver male 50-59 years,1086
GTEX-S32W-1926-SM-4AD63 liver female 50-59 years,1226
GTEX-QDVN-0826-SM-48TZ2 liver male 50-59 years,948
GTEX-PWOO-0826-SM-48TCL liver female 40-49 years,1031
GTEX-U8XE-1526-SM-4E3HT liver male 30-39 years,1007
GTEX-XXEK-1126-SM-4BRUX liver male 50-59 years,1052
GTEX-X4XY-1626-SM-46MVN liver male 60-69 years,1314
GTEX-UTHO-2426-SM-4JBHD liver male 60-69 years,1277
GTEX-N7MS-0426-SM-2YUN6 muscle male 60-69 years,742
GTEX-XOTO-0526-SM-4B662 muscle male 50-59 years,824
GTEX-QXCU-1726-SM-2TC6L muscle male 50-59 years,724
GTEX-XQ3S-0426-SM-4BOOA muscle male 20-29 years,795
GTEX-XUYS-0326-SM-47JX2 muscle male 50-59 years,700
GTEX-OXRP-2326-SM-2S1NL muscle female 60-69 years,714
GTEX-QESD-1626-SM-2S1RB muscle male 20-29 years,872
GTEX-S7PM-0526-SM-3NM92 muscle male 60-69 years,806
GTEX-QEG4-0626-SM-2S1OY muscle male 30-39 years,817
GTEX-RNOR-0526-SM-2TF4O muscle female 50-59 years,856
GTEX-R55E-0526-SM-2TC6B muscle male 20-29 years,823
GTEX-RN64-0326-SM-2TC5J muscle male 50-59 years,778
GTEX-WK11-2526-SM-3NM9Y muscle male 50-59 years,877
GTEX-WZTO-0826-SM-3NM8Q muscle male 40-49 years,812
GTEX-T6MN-0526-SM-32PMS muscle male 50-59 years,873
GTEX-T2IS-2626-SM-32QPP muscle female 20-29 years,824
GTEX-WL46-0626-SM-3LK7R muscle male 50-59 years,835
GTEX-RWSA-0726-SM-2XCBE muscle male 40-49 years,885
GTEX-XOT4-0526-SM-4B66O muscle female 60-69 years,752
GTEX-SIU8-0526-SM-2XCDP muscle male 50-59 years,888
GTEX-T5JC-0626-SM-3NMA6 muscle male 20-29 years,959
GTEX-WYVS-2326-SM-3NMAI muscle female 40-49 years,691
GTEX-UPJH-0526-SM-4IHK8 muscle male 50-59 years,809
GTEX-X4EO-0526-SM-3P5Z3 muscle female 60-69 years,736
GTEX-U412-0326-SM-3DB9L muscle male 60-69 years,695
GTEX-TMZS-0326-SM-3DB9P muscle male 60-69 years,798
GTEX-WRHU-0826-SM-3MJFN muscle female 50-59 years,863
GTEX-WHPG-2226-SM-3NMBO muscle male 50-59 years,820
GTEX-POMQ-1926-SM-3NB1Y muscle female 20-29 years,928
GTEX-R53T-1826-SM-3GIJX muscle female 50-59 years,1016
GTEX-TKQ2-0826-SM-33HB6 muscle male 50-59 years,697
GTEX-PW2O-1726-SM-2S1OO muscle male 20-29 years,856
GTEX-Q2AG-0426-SM-2S1PU muscle female 40-49 years,971
GTEX-R55F-1526-SM-2TF4X muscle male 50-59 years,788
GTEX-WWYW-0526-SM-3NB2W muscle female 50-59 years,919
GTEX-OIZI-0626-SM-2XCEH muscle male 40-49 years,1014
GTEX-SJXC-0526-SM-2XCFG muscle male 60-69 years,981
GTEX-RVPU-2426-SM-2XCAR muscle male 50-59 years,801
GTEX-X5EB-2326-SM-46MW5 muscle male 40-49 years,739
GTEX-REY6-0826-SM-2TF4S muscle male 60-69 years,811
GTEX-S7SF-2026-SM-3K2AS muscle female 20-29 years,894
GTEX-OIZH-1626-SM-2HMKI muscle male 50-59 years,878
GTEX-S3XE-2026-SM-3K2B5 muscle male 50-59 years,862
GTEX-PWN1-1626-SM-2S1OL muscle female 40-49 years,902
GTEX-UJMC-1826-SM-3GADT muscle male 50-59 years,967
GTEX-OHPK-1626-SM-2YUN3 muscle female 50-59 years,691
GTEX-R55C-1726-SM-3GADJ muscle male 40-49 years,746
GTEX-OOBK-1626-SM-2HMKG muscle male 40-49 years,745
GTEX-XBED-2626-SM-4E3J5 muscle male 60-69 years,793
GTEX-O5YT-1626-SM-32PK6 muscle male 20-29 years,722
GTEX-P4QS-1626-SM-2S1NH muscle male 60-69 years,861
GTEX-P4QT-1626-SM-2S1NP muscle female 50-59 years,1078
GTEX-TKQ1-1426-SM-4GICK muscle male 30-39 years,933
GTEX-XAJ8-1026-SM-47JY9 muscle male 40-49 years,1006
GTEX-RU1J-1726-SM-2TF5S muscle female 20-29 years,833
GTEX-U4B1-1626-SM-3DB8N muscle male 40-49 years,805
GTEX-QLQ7-1726-SM-2S1QQ muscle male 60-69 years,875
GTEX-QLQW-1326-SM-2S1QS muscle male 30-39 years,855
GTEX-NFK9-0626-SM-2HMIV muscle male 40-49 years,967
GTEX-WYJK-1726-SM-3NM9U muscle male 50-59 years,990
GTEX-OOBJ-1626-SM-2I3F7 muscle male 60-69 years,1141
GTEX-OIZG-1326-SM-2HMIQ muscle male 50-59 years,1038
GTEX-PLZ5-1726-SM-2I5F6 muscle male 50-59 years,982
GTEX-OXRK-1826-SM-2HMJE muscle female 50-59 years,1052
