Pathway,Count
RAC3 21632823 ChIP-Seq H3396 Human,1559
SMAD3 21741376 ChIP-Seq ESCs Human,1552
SMAD4 21741376 ChIP-Seq ESCs Human,1595
FOXH1 21741376 ChIP-Seq ESCs Human,1589
SMAD2/3 21741376 ChIP-Seq EPCs Human,1567
SMAD4 21741376 ChIP-Seq EPCs Human,1603
FOXH1 21741376 ChIP-Seq EPCs Human,1586
SMAD3 21741376 ChIP-Seq EPCs Human,1272
RBPJ 21746931 ChIP-Seq IB4 Human,1598
NFYA 21822215 ChIP-Seq K562 Human,1579
NFYB 21822215 ChIP-Seq K562 Human,1594
GATA3 21867929 ChIP-Seq CD8 Mouse,1397
GATA3 21867929 ChIP-Seq TH1 Mouse,1372
FLI1 21867929 ChIP-Seq CD8 Mouse,1426
FLI1 21867929 ChIP-Seq TH2 Mouse,1496
ETS1 21867929 ChIP-Seq TH2 Mouse,1483
GATA3 21878914 ChIP-Seq MCF-7 Human,1574
AR 21915096 ChIP-Seq LNCaP-1F5 Human,1619
FOXA1 21915096 ChIP-Seq LNCaP-1F5 Human,1641
CTCF 21964334 Chip-Seq Bcells Human,1646
CTCF 21964334 ChIP-Seq BJAB-B Human,1638
SOX6 21985497 ChIP-Seq MYOTUBES Mouse,1504
JARID1B-DAIN 22020125 ChIP-Seq ESCs Mouse,1470
KAP1 22055183 ChIP-Seq ESCs Mouse,1009
TBX20 22080862 ChIP-Seq HEART Mouse,1589
SOX3 22085726 ChIP-Seq NPCs Mouse,1565
SOX2 22085726 ChIP-Seq NPCs Mouse,1430
SOX11 22085726 ChIP-Seq ESNs Mouse,1484
SOX3 22085726 ChIP-Seq MUSCLE Mouse,1459
RXR 22108803 ChIP-Seq LS180 Human,428
TCF4 22108803 ChIP-Seq LS180 Human,1579
CEBPB 22108803 ChIP-Seq LS180 Human,1565
LXR 22158963 ChIP-Seq LIVER Mouse,1578
PPARA 22158963 ChIP-Seq LIVER Mouse,1552
RXR 22158963 ChIP-Seq LIVER Mouse,1546
LXR 22292898 ChIP-Seq THP-1 Human,1614
PCGF4 22325352 ChIP-Seq 293T-Rex Human,1594
CBX2 22325352 ChIP-Seq 293T-Rex Human,1595
TBX20 22328084 ChIP-Seq HEART Mouse,1589
GATA2 22383799 ChIP-Seq G1ME Mouse,1522
GATA1 22383799 ChIP-Seq G1ME Mouse,1606
ETS1 22383799 ChIP-Seq G1ME Mouse,1394
P53 22387025 ChIP-Seq ESCs Mouse,1511
TCF7 22412390 ChIP-Seq EML Mouse,1635
RUNX1 22412390 ChIP-Seq EML Mouse,1561
SA1 22415368 ChIP-Seq MEFs Mouse,1549
