Pathway,Count
Cancer cell:Kidney,10
Dopaminergic neuron:Midbrain,98
Cancer cell:Peripheral Blood,7
Smooth Muscle cell:Blood Vessel,100
Alveolar Epithelial Progenitor cell:Embryonic Stem Cell,98
Cancer cell:Blood,15
Neuron:Adipose Tissue,101
IL-17Ralpha T cell:Peripheral Blood,100
Hematopoietic Stem cell:Corneal Endothelium,100
Mesenchymal Stem cell:Corneal Endothelium,97
Fibroblast:Corneal Endothelium,100
Corneal Endothelial cell:Corneal Endothelium,99
Cancer cell:Esophagus,95
Mesenchymal Stem cell:Skeletal Muscle,11
Mesenchymal Stromal cell:Skeletal Muscle,5
Corneal Epithelial Progenitor cell:Embryonic Stem Cell,94
Colonic Stem cell:Colon,99
Pluripotent Stem cell:Skin,97
Natural Killer cell:Adipose Tissue,7
Infiltrated Mononuclear cell:Kidney,5
Adipose-derived Stromal cell:Subcutaneous Adipose Tissue,99
Adipose-derived Stromal cell:Visceral Adipose Tissue,100
Adipose-derived Stem cell:Visceral Adipose Tissue,100
Naive T cell:Peripheral Blood,7
Central Memory T cell:Peripheral Blood,5
Effector Memory T cell:Peripheral Blood,5
Effector T cell:Peripheral Blood,5
Gastric Stem cell:Gastric Corpus,100
Cortical Thymus Epithelial cell:Thymus,99
Medullary Thymus Epithelial cell:Thymus,99
Cancer Stem cell:Larynx,98
Neutrophil:Pluripotent Stem Cell,102
Cardiac Progenitor cell:Embryonic Stem Cell,100
Cardiomyocyte:Embryonic Stem Cell,100
Mesenchymal Stem cell:Foreskin,5
Mesenchymal Stromal cell:Lymph,9
M1 macrophage:Undefined,14
M2 macrophage:Undefined,10
Tumor-propagating cell:Undefined,96
Mesenchymal Stem cell:Tooth,9
Keratinocyte:Skin,9
Flk1+ Mesodermal cell:Pluripotent Stem Cell,99
Natural Killer cell:Splenic Red Pulp,100
Natural Killer cell:Lymph Node,98
Natural Killer cell:Lung,100
Natural Killer cell:Gut,100
Colony-forming cell:Prostate,97
Hepatic Progenitor-Like cell:Pluripotent Stem Cell,100
Angiogenic T cell:Blood,5
Megakaryocyte:Undefined,16
Liver Stem cell:Fetal Liver,99
Liver Progenitor cell:Fetal Liver,99
Oxyntic Stem cell:Stomach,99
Oxyntic Progenitor cell:Stomach,99
Pancreatic Progenitor cell:Embryonic Stem Cell,96
Pancreatic Endoderm cell:Embryonic Stem Cell,97
Endocrine cell:Embryonic Stem Cell,98
Epithelial Stem cell:Laryngeal Squamous Epithelium,100
Stromal cell:Undefined,29
Cardiomyocyte:Pluripotent Stem Cell,99
Fibroblast:Embryonic Stem Cell,100
Vascular Smooth Muscle cell:Embryonic Stem Cell,100
Endothelial cell:Embryonic Stem Cell,99
Cancer Stem cell:Mammary Gland,99
Pancreatic Progenitor cell:Pancreas,98
Malignant Mesothelioma cell:Lung,98
Malignant Mesothelioma cell:Pleura,98
Buccal Epithelial Stem cell:Oral Mucosa,98
Stem cell:Undefined,13
Macrophage:Brain,54
Microglial cell:Brain,23
Embryonic Stem cell:Embryonic Stem Cell,5
Primordial Germ cell:Embryonic Stem Cell,99
Primordial Germ cell:Pluripotent Stem Cell,99
Luminal cell:Prostate,99
PDX1+ Pancreatic Progenitor cell:Embryonic Stem Cell,101
Responder T cell:Peripheral Blood,101
Progenitor cell:Embryonic Stem Cell,98
Megakaryocyte:Peripheral Blood,5
Pancreatic Endoderm cell:Undefined,7
Endocrine cell:Undefined,98
Progenitor cell:Undefined,103
Abnormal Plasma cell:Peripheral Blood,101
Cancer Stem cell:Ovary,15
Neutrophil:Blood,23
T Helper cell:Eye,99
Macrophage:Eye,99
Regulatory T (Treg) cell:Skin,7
Epithelial cell:Mammary Epithelium,100
Neural Stem cell:Spinal Cord,99
Neuron:Spinal Cord,100
Astrocyte:Spinal Cord,95
Cholinergic neuron:Spinal Cord,98
Erythroid precursor:Bone Marrow,98
Embryonic Stem cell:Undefined,20
Mesenchymal cell:Bone Marrow,97
Endothelial Progenitor cell:Bone Marrow,9
Limbal Stem cell:Corneal Epithelium,100
Cancer Stem-Like cell:Brain,100
Small Intestinal Stem cell:Small Intestinal Crypt,100
Sertoli cell:Testis,5
Eosinophil:Sputum,100
Neutrophil:Sputum,99
Eosinophil:Bronchoalveolar System,94
Neutrophil:Bronchoalveolar System,99
Regulatory T (Treg) cell:Colorectum,99
Interstitial cell:Dorsolateral Prefrontal Cortex,96
Glutamatergic neuron:Dorsolateral Prefrontal Cortex,100
Embryonic Stem cell:Periodontal Ligament,97
Hematopoietic Stem cell:Periodontal Ligament,100
Smooth Muscle cell:Adipose Tissue,98
Preadipocyte:Adipose Tissue,100
Multipotent Mesenchymal Stroma cell:Adipose Tissue,5
CD14++CD16- monocyte:Blood,100
Type II pneumocyte:Undefined,98
Clara cell:Undefined,98
Follicular T cell:Undefined,98
Endothelial cell:Blood Vessel,77
Mesangial cell:Kidney,5
Hematopoietic cell:Fetal Liver,8
Hematopoietic Precursor cell:Fetal Liver,7
Endothelial Precursor cell:Fetal Liver,101
Hepatocyte:Fetal Liver,101
Bone Marrow Stem cell:Bone Marrow,9
Myometrial Stem cell:Myometrium,97
Cancer Stem cell:Myometrium,97
T cell:Optic Nerve,98
Microglial cell:Optic Nerve,98
Embryonic Stem cell:Embryo,11
Osteoblast:Bone Marrow,98
Cytotrophoblast:Endometrium,100
Adipose-derived Stromal cell:Abdominal Adipose Tissue,94
Adipose Progenitor cell:Abdominal Adipose Tissue,94
Zymogenic Chief cell:Gastric Epithelium,99
Corneal Epithelial Stem cell:Eye,98
Cardiac Progenitor cell:Heart,13
Cancer Stem-Like cell:Oral Cavity,97
Cardiovascular Progenitor cell:Heart,100
Mesenchymal Stem cell:Synovium,9
Hematopoietic Progenitor cell:Undefined,101
Naive CD4+ T cell:Blood,99
Thymic Emigrant cell:Blood,98
Dendritic cell:Umbilical Cord Blood,100
Myeloid cell:Undefined,5
Keratinocyte:Epithelium,100
Stem cell:Esophagus,102
Definitive Zone cell:Adrenal Gland,98
Chromaffin cell:Adrenal Gland,98
Type II pneumocyte:Lung,102
Mesenchymal Stem cell:Chorionic Villus,101
Natural Killer cell:Uterus,6
Circulating Progenitor cell:Peripheral Blood,101
Neuron:Brain,34
Erythroblast:Blood,93
Monocyte:Synovium,99
Large Granular lymphocyte:Peripheral Blood,97
Pigment Epithelial cell:Retina,100
Erythroid cell:Umbilical Cord Blood,100
Naive T cell:Bone Marrow,99
T1 (Transitional) B cell:Bone Marrow,103
T2 (Transitional) B cell:Bone Marrow,103
Limbal Epithelial Stem cell:Limbal Epithelium,5
Eosinophil:Sinonasal Mucosa,98
Plasma cell:Sinonasal Mucosa,98
Leydig cell:Testis,93
Peritubular Myoid cell:Testis,100
Embryonic Stem cell:Tooth,90
Hematopoietic Stem cell:Tooth,98
Neutrophil:Vagina,103
T cell:Bone Marrow,98
T cell:Thyroid,5
B cell:Thyroid,99
Dendritic Cell progenitor:Bone Marrow,14
Cancer Stem cell:Serum,102
Multipotent Mesenchymal Stroma cell:Bone Marrow,10
Germinal Center B cell:Lymphoid Tissue,100
Corneal Endothelial cell:Eye,99
Osteoblast:Bone,24
Periodontal Ligament Stem cell:Periodontal Ligament,99
Dental Pulp Stem cell:Premolar,8
Follicular Helper (Tfh) T cell:Lymph Node,5
Mesenchymal Stem cell:Periosteum,99
Germinal Stem cell:Ovary,93
Epithelial cell:Breast,8
Mesenchymal Stem cell:Anterior Cruciate Ligament,100
Macrophage:Undefined,33
Intestinal Stem cell:Colon,100
Cancer cell:Brain,97
Dental Pulp cell:Dental Pulp,99
Migrating Cancer Stem cell:Liver,99
Migrating Cancer Stem cell:Lung,99
Endothelial cell:Bladder,100
Epithelial Progenitor cell:Breast,101
Luminal progenitor:Breast,5
Basal Progenitor cell:Breast,103
Epithelial Progenitor cell:Lung,99
Intestinal Epithelial Stem cell:Jejunum,101
Atypical Memory B cell:Venous Blood,5
T Helper cell:Bone Marrow,100
Regulatory T (Treg) cell:Bone Marrow,5
Epithelial Stem cell:Corneal Epithelium,100
Epithelial Progenitor cell:Corneal Epithelium,100
Foxp3+IL-17+ T cell:Undefined,102
Lymphatic Endothelial cell:Ovary,5
Cancer Stem cell:Bladder,10
Cancer Stem cell:Uterus,97
Embryonic Stem cell:Hair Follicle,86
Macrophage:Lymph Node,99
Mesenchymal Stem cell:Liver,7
T Helper cell:Tonsil,5
Mesenchymal Stem cell:Umbilical Vein,102
Pancreatic Ductal Stem cell:Pancreas,100
Mesenchymal Progenitor cell:Osteoarthritic Cartilage,5
Mesenchymal Stem cell:Fetal Liver,5
Bone Marrow Stromal cell:Bone Marrow,100
Early Transit-Amplifying Prostate Epithelial cell:Prostate,98
Late Transit-Amplifying Prostate Epithelial cell:Prostate,98
Thecal cell:Ovary,99
Langerhans cell:Skin,98
Natural Killer cell:Undefined,78
Glial cell:Brain,95
Glial cell:Sympathetic Ganglion,95
Granulocyte:Undefined,9
Macrophage:Alveolus,98
Sertoli cell:Seminal Plasma,97
Cytotoxic T cell:Blood,100
Basophil:Lung,100
Epithelial cell:Ovary,9
Epithelial cell:Uterus,98
Lymphoid Stem cell:Peripheral Blood,100
Neuroendocrine cell:Fetal Pancreas,99
Epithelial cell:Undefined,41
Cancer Stem cell:Prostate,29
Epithelial Hair Follicle Stem cell:Hair Follicle,100
Retinal Ganglion cell:Embryonic Stem Cell,100
Somatic Stem cell:Endometrium,100
Immune cell:Ovary,7
Mast Cell progenitor:Bone Marrow,93
Lymphoid cell:Peripheral Blood,99
Cancer cell:Ovary,5
Endothelial cell:Ovary,9
Mesenchymal cell:Ovary,14
CD8+ T cell:Peripheral Blood,6
Endothelial cell:Embryo,97
Germ cell:Embryo,11
Unrestricted Somatic Stem cell:Embryo,6
Mesenchymal Stem cell:Embryo,5
Hematopoietic Stem cell:Embryo,99
Cancer Stem cell:Embryo,101
Spermatogonial Stem cell:Embryo,100
Neuron:Embryo,98
Pancreatic Progenitor cell:Embryo,96
Cardiomyocyte:Heart,26
CD8+ T cell:Blood,6
Endothelial cell:Lymph Node,96
B cell:Lymph Node,13
CD8+ T cell:Lymphoid Tissue,99
CD4+ Memory T cell:Lymphoid Tissue,97
Pericyte:Muscle,5
Acinar cell:Pancreas,102
Alpha cell:Pancreatic Islet,89
Beta cell:Pancreatic Islet,96
Delta cell:Pancreas,18
Neuroendocrine cell:Pancreas,99
Stem cell:Pancreas,98
Epithelial cell:Pancreas,5
Endothelial Progenitor cell:Blood Vessel,100
Stem cell:Blood Vessel,9
Epithelial cell:Kidney,15
Epithelial cell:Prostate,7
Progenitor cell:Prostate,104
Stem cell:Prostate,5
Granulosa cell:Ovary,93
Stem cell:Ovarian Cortex,91
Ovarian Somatic cell:Ovary,100
Stem cell:Ovary,5
Oocyte:Ovary,83
Stem cell:Stomach,100
Progenitor cell:Stomach,99
Stem cell:Gastric Gland,100
Epithelial cell:Placenta,100
Stem cell:Placenta,99
Epithelial cell:Amniotic Membrane,98
Stem cell:Amniotic Fluid,11
Stromal cell:Amniotic Membrane,96
Stem cell:Amniotic Membrane,101
Basal cell:Salivary Gland,98
Stem cell:Salivary Gland,99
Stem cell:Submandibular Gland,98
Acinar cell:Salivary Gland,96
Myoepithelial cell:Salivary Gland,100
Stem cell:Muscle,20
Mesenchymal Stem cell:Muscle,24
B cell:Spleen,100
Macrophage:Spleen,7
Neutrophil:Spleen,99
T cell:Spleen,99
Plasma cell:Undefined,14
Plasma cell:Bone Marrow,6
Memory B cell:Peripheral Blood,98
